Zone géographique,Entreprise,Sous-catégorie,ID commande,Nom du client,Région,Nom du produit,Mode d'expédition,Pays,Remise,Grand public,Taux de remise,Catégorie,ID produit,Date d'expédition,Quantité,Profit,ID,Vente,Date de commande,ID client,Ville,Entreprise individuelle
Centre,1,Enveloppes,ES-2011-5244045,Faustine Busson,Rhénanie-du-Nord-Westphalie,"GlobeWeis Auto-adhésive, Argent",J+2,Allemagne,0,0,TR1,Fournitures de bureau,FOU-EN-10003148,11-Apr-14,2,5.7,5252,47.58,07-Apr-14,FB-14215,Essen,0
Centre,1,Chaises,IT-2011-1978668,Pascal Busson,Languedoc-Roussillon-Midi-Pyrénées,"SAFCO Fauteuil, Noir",J+2,France,0.1,0,TR1,Mobilier,MOB-CH-10002406,19-Feb-14,11,1868.13,3776,4544.1,16-Feb-14,PB-18715,Muret,0
Centre,0,Fournitures,IT-2011-5910162,Solaine Durand,Alsace-Champagne-Ardenne-Lorraine,"Acme Règle, Bleu",Tarif normal,France,0.5,0,TR2,Fournitures de bureau,FOU-FO-10002752,29-Nov-14,3,-23.085,5135,25.065,22-Nov-14,SD-20515,Reims,1
Sud,1,Papier,ES-2011-3321216,Pascaline Jobin,Castille-La Manche,"Green Bar Cahier, Qualité supérieure",Tarif normal,Espagne,0,0,TR1,Fournitures de bureau,FOU-PA-10000998,23-May-14,8,85.68,8420,238.32,19-May-14,PJ-18745,Tolède,0
Centre,0,Classeurs,ES-2011-4946017,Donatien Du Trieux,Bavière,"Acco Couverture de classeur, Économique",Le même jour,Allemagne,0,1,TR1,Fournitures de bureau,FOU-CL-10003055,04-Nov-14,6,32.76,8000,79.92,04-Nov-14,DD-13615,Munich,0
Centre,1,Classeurs,ES-2011-1406120,Mallory Goudreau,Hambourg,"Acco Machine à relier, Durable",Le même jour,Allemagne,0,0,TR1,Fournitures de bureau,FOU-CL-10000338,03-Dec-14,1,12.6,116,52.59,03-Dec-14,MG-17035,Hambourg,0
Nord,1,Étiquettes,ES-2011-2695590,Karel Cyr,Angleterre,"Smead Étiquettes de dossier, Durable",Tarif normal,Royaume-Uni,0,0,TR1,Fournitures de bureau,FOU-ÉT-10004733,15-Aug-14,3,12.78,5984,27.81,09-Aug-14,KC-16300,Harrow,0
Centre,0,Téléphones,ES-2011-2399281,Amarante Bonami,Flandre-Orientale,"Motorola Casque, Bleu",Prioritaire,Belgique,0,1,TR1,Produits technologiques,PRO-TÉ-10004301,11-Jun-14,12,315.72,2694,956.88,08-Jun-14,AB-10585,Gand,0
Centre,0,Classeurs,ES-2011-5118812,Aimy Garnier,Île-de-France,"Avery Renforts de perforations, Durable",Tarif normal,France,0,1,TR1,Fournitures de bureau,FOU-CL-10001576,23-Feb-14,4,8.4,8284,23.64,18-Feb-14,AG-10165,Paris,0
Sud,0,Classeurs,ES-2011-3978514,Jasper Montminy,Andalousie,"Avery Couverture de classeur, Économique",Tarif normal,Espagne,0,0,TR1,Fournitures de bureau,FOU-CL-10001465,04-Jul-14,3,10.26,3869,33.21,28-Jun-14,JM-16135,Torremolinos,1
Sud,1,Chaises,IT-2011-3264984,Verrill Migneault,Andalousie,"Hon Fauteuil, Noir",Tarif normal,Espagne,0.2,0,TR1,Mobilier,MOB-CH-10000171,21-Feb-14,2,-81.864,9287,727.536,15-Feb-14,VM-21565,Séville,0
Nord,1,Classeurs,ES-2011-3734581,Apolline Sarrazin,Angleterre,"Avery Renforts de perforations, Recyclé",Tarif normal,Royaume-Uni,0,0,TR1,Fournitures de bureau,FOU-CL-10002978,03-Sep-14,2,4.08,277,9.54,30-Aug-14,AS-10810,Chester,0
Nord,0,Chaises,ES-2011-1244060,Tom Duval,Uusimaa,"SAFCO Rocking chair, Rouge",Tarif normal,Finlande,0,1,TR1,Mobilier,MOB-CH-10000379,20-Nov-14,3,20.16,4811,404.73,15-Nov-14,TD-20935,Helsinki,0
Centre,0,Téléphones,IT-2011-4480159,Andrée Lacaille,Rhénanie-Palatinat,"Nokia Amplificateur de signal, Emballage en vrac",Tarif normal,Allemagne,0,1,TR1,Produits technologiques,PRO-TÉ-10002052,16-Oct-14,8,305.76,9037,1092.72,12-Oct-14,AL-10705,Trèves,0
Centre,0,Machines,ES-2011-5118812,Aimy Garnier,Île-de-France,"Panasonic Calculatrice, Durable",Tarif normal,France,0.15,1,TR1,Produits technologiques,PRO-MA-10004137,23-Feb-14,3,-1.53,8285,128.52,18-Feb-14,AG-10165,Paris,0
Centre,0,Accessoires,ES-2011-5532122,Roger Givry,Rhénanie-du-Nord-Westphalie,"Belkin Clé USB, Programmable",J+2,Allemagne,0,0,TR1,Produits technologiques,PRO-AC-10004582,03-Aug-14,5,21.6,8790,217.2,01-Aug-14,RG-19810,Leverkusen,1
Centre,0,Art,ES-2011-2858219,Roger Givry,Bade-Wurtemberg,"Boston Surligneurs, Emballage en vrac",Tarif normal,Allemagne,0,0,TR1,Fournitures de bureau,FOU-AR-10002800,14-Jun-14,2,8.4,9870,38.28,09-Jun-14,RG-19810,Mannheim,1
Centre,0,Photocopieurs,ES-2011-3592923,Hughes Primeau,Île-de-France,"Canon Télécopieur sans fil, Couleur",Tarif normal,France,0.15,0,TR1,Produits technologiques,PRO-PH-10003528,11-Oct-14,4,-136.86,9688,1292.34,04-Oct-14,HP-15760,Montreuil,1
Sud,0,Bibliothèques,ES-2011-1527372,Dryss Lavallée,Murcie,"Safco Étagères, Noir",Prioritaire,Espagne,0,1,TR1,Mobilier,MOB-BI-10000612,08-Dec-14,5,148.5,9420,990.45,05-Dec-14,DL-13690,Carthagène,0
Nord,0,Classeurs,IT-2011-5521557,Cindy Moquin,Dublin,"Acco Machine à relier, Économique",J+2,Irlande,0.5,1,TR2,Fournitures de bureau,FOU-CL-10004987,25-Jul-14,5,-53.775,9190,127.725,21-Jul-14,CM-12865,Dublin,0
Nord,0,Stockage,IT-2011-4004093,Simon Gaillard,Angleterre,"Smead Dossiers, Bleu",Tarif normal,Royaume-Uni,0.5,0,TR2,Fournitures de bureau,FOU-ST-10003205,16-Jul-14,7,-46.725,3686,61.215,12-Jul-14,SG-20350,Birmingham,1
Centre,0,Enveloppes,ES-2011-4178211,Prince Flamand,Auvergne-Rhône-Alpes,"Cameo Enveloppe interservices, Recyclé",Tarif normal,France,0,1,TR1,Fournitures de bureau,FOU-EN-10003916,24-Dec-14,4,77.64,3782,184.92,20-Dec-14,PF-19360,Oullins,0
Sud,1,Classeurs,ES-2011-3202814,Pascal Busson,Émilie-Romagne,"Ibico Machine à relier, Clair",Tarif normal,Italie,0,0,TR1,Fournitures de bureau,FOU-CL-10004490,23-Sep-14,3,70.2,8078,152.64,17-Sep-14,PB-18715,Vignola,0
Centre,0,Art,ES-2011-1868803,Campanule Quenneville,Rhénanie-du-Nord-Westphalie,"Boston Toile, Bleu",J+2,Allemagne,0,1,TR1,Fournitures de bureau,FOU-AR-10003577,25-Jun-14,6,80.46,4203,321.84,22-Jun-14,CQ-12130,Hagen,0
Centre,1,Classeurs,ES-2011-4261696,Norbert Casgrain,Anvers,"Acco Classeur, Durable",Tarif normal,Belgique,0,0,TR1,Fournitures de bureau,FOU-CL-10001663,04-Aug-14,3,13.95,6742,49.95,30-Jul-14,NC-18280,Anvers,0
Sud,0,Photocopieurs,ES-2011-4077297,Félicien Brault,Ceuta,"Sharp Télécopieur et photocopieur, Numérique",Tarif normal,Espagne,0,1,TR1,Produits technologiques,PRO-PH-10002847,13-Jun-14,2,114.36,4273,336.48,08-Jun-14,FB-14305,Ceuta,0
Centre,1,Fournitures,ES-2011-5090278,Pomeroy Breton,Rhénanie-du-Nord-Westphalie,"Fiskars Rasoir, Industriel",Tarif normal,Allemagne,0,0,TR1,Fournitures de bureau,FOU-FO-10001550,01-May-14,4,64.92,5295,175.68,26-Apr-14,PB-19210,Duisbourg,0
Centre,1,Art,ES-2011-5083176,Adélaïde Perreault,Bâle-Ville,"Binney & Smith Stylos, Métal",Tarif normal,Suisse,0,0,TR1,Fournitures de bureau,FOU-AR-10004414,25-Mar-14,2,0.48,7298,26.4,21-Mar-14,AP-10045,Bâle,0
Centre,0,Étiquettes,IT-2011-5348771,Susanne Pomerleau,Île-de-France,"Avery Étiquettes d'expédition, Rouge",Tarif normal,France,0,1,TR1,Fournitures de bureau,FOU-ÉT-10003314,05-Dec-14,1,3.6,2822,11.67,01-Dec-14,SP-20725,Paris,0
Centre,1,Photocopieurs,ES-2011-3540276,Alexandrie Lanctot,Berlin,"Canon Télécopieur, Livré par deux",Tarif normal,Allemagne,0.1,0,TR1,Produits technologiques,PRO-PH-10004296,12-Jun-14,3,-0.027000000,167,859.653,08-Jun-14,AL-10405,Berlin,0
Centre,1,Étiquettes,ES-2011-5693005,Alice Blanchard,Bade-Wurtemberg,"Smead Étiquettes d'expédition, Rouge",Le même jour,Allemagne,0,0,TR1,Fournitures de bureau,FOU-ÉT-10002397,08-Nov-14,3,8.19,2375,34.29,08-Nov-14,AB-10495,Pforzheim,0
Centre,1,Bibliothèques,ES-2011-1406120,Mallory Goudreau,Hambourg,"Bush Bibliothèque, Blanc",Le même jour,Allemagne,0.1,0,TR1,Mobilier,MOB-BI-10003424,03-Dec-14,3,242.028,117,990.468,03-Dec-14,MG-17035,Hambourg,0
Nord,0,Bibliothèques,ES-2011-4869686,Dounia Leclerc,Angleterre,"Dania Étagère d'angle, Classique",Tarif normal,Royaume-Uni,0,1,TR1,Mobilier,MOB-BI-10001068,07-Jan-14,7,290.43,6091,854.49,03-Jan-14,DL-13570,Southport,0
Centre,1,Enveloppes,IT-2011-2861112,Blanca Lalonde,Aquitaine-Limousin-Poitou-Charentes,"Jiffy Enveloppe à fermoir, Recyclé",Tarif normal,France,0,0,TR1,Fournitures de bureau,FOU-EN-10002165,19-Dec-14,4,14.28,8975,29.28,13-Dec-14,BL-11830,La Rochelle,0
Sud,0,Fournitures,ES-2011-4184901,Adeline Houde,Vénétie,"Elite Coupe-papier, Acier",J+2,Italie,0,1,TR1,Fournitures de bureau,FOU-FO-10001098,01-Sep-14,3,33.57,2938,80.1,30-Aug-14,AH-10015,Vicence,0
Nord,0,Fournitures,ES-2011-1818378,Aubry Édouard,Oslo,"Kleencut Rasoir, Rectangulaire",Tarif normal,Norvège,0,0,TR1,Fournitures de bureau,FOU-FO-10003069,08-Sep-14,1,10.29,8640,38.13,03-Sep-14,AÉ-11170,Oslo,1
Centre,0,Stockage,ES-2011-2272875,Didiane Leroux,Vienne,"Fellowes Dossiers, Taille réelle",Prioritaire,Autriche,0,0,TR1,Fournitures de bureau,FOU-ST-10003978,28-Dec-14,3,32.49,5743,79.29,27-Dec-14,DL-13480,Vienne,1
Nord,1,Électroménager,ES-2011-3684586,Aubrey Caron,Angleterre,"KitchenAid Plaque de cuisson, Rouge",Tarif normal,Royaume-Uni,0.1,0,TR1,Fournitures de bureau,FOU-ÉL-10003467,07-Jun-14,4,410.46,6768,2052.54,02-Jun-14,AC-11245,Londres,0
Sud,0,Classeurs,ES-2011-5867473,Armand Paquet,Madrid,"Cardinal Onglets, Recyclé",Tarif normal,Espagne,0,1,TR1,Fournitures de bureau,FOU-CL-10002309,28-Jun-14,6,20.52,2688,45.72,24-Jun-14,AP-10900,Madrid,0
Sud,0,Éléments de fixation,ES-2011-1527372,Dryss Lavallée,Murcie,"Advantus Agrafes, Tailles assorties",Prioritaire,Espagne,0,1,TR1,Fournitures de bureau,FOU-ÉL-10003955,08-Dec-14,2,6.96,9421,16.62,05-Dec-14,DL-13690,Carthagène,0
Sud,0,Art,ES-2011-1702031,Quesnel Blanchard,Madrid,"Stanley Stylos, Emballage en vrac",Tarif normal,Espagne,0,1,TR1,Fournitures de bureau,FOU-AR-10002938,03-Jul-14,4,18.12,2908,41.28,27-Jun-14,QB-19390,Las Rozas de Madrid,0
Centre,0,Classeurs,IT-2011-4626649,Patrice Grivois,Thuringe,"Avery Machine à relier, Durable",Tarif normal,Allemagne,0,0,TR1,Fournitures de bureau,FOU-CL-10004373,05-Sep-14,2,6,804,100.68,01-Sep-14,PG-18775,Iéna,1
Sud,0,Tables,IT-2011-3316894,Philip Huppé,Catalogne,"Barricks Table d'enseignement, Noir",Prioritaire,Espagne,0.6,0,TR2,Mobilier,MOB-TA-10001260,08-Apr-14,3,-181.44,3279,381.96,06-Apr-14,PH-19000,Barcelone,1
Centre,0,Téléphones,ES-2011-1868803,Campanule Quenneville,Rhénanie-du-Nord-Westphalie,"Samsung Dispositif audio, Taille réelle",J+2,Allemagne,0,1,TR1,Produits technologiques,PRO-TÉ-10001470,25-Jun-14,4,87.36,4205,672.48,22-Jun-14,CQ-12130,Hagen,0
Centre,0,Meubles,ES-2011-2846240,Javier Lavallée,Hollande-Septentrionale,"Tenex Plateau d'empilement, Durable",J+2,Pays-Bas,0.2,1,TR1,Mobilier,MOB-ME-10003611,18-Sep-14,3,16.614,4816,53.424,16-Sep-14,JL-15925,Amsterdam,0
Centre,0,Fournitures,ES-2011-1951083,Marlon Josseaume,Aquitaine-Limousin-Poitou-Charentes,"Acme Rasoir, Rectangulaire",Tarif normal,France,0,0,TR1,Fournitures de bureau,FOU-FO-10003084,22-Jun-14,5,24.75,5995,206.4,17-Jun-14,MJ-17320,Talence,1
Centre,1,Bibliothèques,ES-2011-2613634,Noria Perrault,Tyrol,"Bush Armoire, Métal",Tarif normal,Autriche,0,0,TR1,Mobilier,MOB-BI-10000434,16-Sep-14,2,82.8,9809,285.66,09-Sep-14,NP-18295,Innsbruck,0
Centre,1,Classeurs,ES-2011-2625537,Marie Charron,Brandebourg,"Cardinal Perforatrice, Clair",Tarif normal,Allemagne,0,0,TR1,Fournitures de bureau,FOU-CL-10002162,17-Jul-14,2,11.82,9556,56.52,12-Jul-14,MC-17170,Cottbus,0
Centre,1,Classeurs,ES-2011-4450646,Wenceslas Croteau,Île-de-France,"Avery Classeur, Clair",Prioritaire,France,0,0,TR1,Fournitures de bureau,FOU-CL-10004542,01-Dec-14,5,6.15,6785,61.8,30-Nov-14,WC-21745,Paris,0
Centre,0,Art,ES-2011-4880899,Aimy Berthiaume,Île-de-France,"Stanley Marqueurs, Tailles assorties",Tarif normal,France,0,1,TR1,Fournitures de bureau,FOU-AR-10003846,30-Jan-14,7,58.59,9594,177.66,25-Jan-14,AB-10150,Maisons-Alfort,0
Nord,0,Téléphones,IT-2011-2803139,Burkett Lereau,Dublin,"Cisco Téléphone de bureau, Bleu",J+2,Irlande,0.5,0,TR2,Produits technologiques,PRO-TÉ-10003450,26-Dec-14,2,-59.58,5092,80.46,21-Dec-14,BL-12040,Dublin,1
Centre,0,Fournitures,ES-2011-3592923,Hughes Primeau,Île-de-France,"Stiletto Rasoir, Rectangulaire",Tarif normal,France,0,0,TR1,Fournitures de bureau,FOU-FO-10002546,11-Oct-14,7,16.38,9686,276.15,04-Oct-14,HP-15760,Montreuil,1
Nord,0,Meubles,IT-2011-5521557,Cindy Moquin,Dublin,"Advantus Butée de porte, Noir",J+2,Irlande,0.6,1,TR2,Mobilier,MOB-ME-10002389,25-Jul-14,5,-87.84,9189,90.06,21-Jul-14,CM-12865,Dublin,0
Nord,0,Machines,ES-2011-4993245,Étienne Mathieu,Angleterre,"Epson Jet d'encre, Multicolore",J+2,Royaume-Uni,0,1,TR1,Produits technologiques,PRO-MA-10004488,05-Sep-14,4,135.6,8283,1232.88,01-Sep-14,ÉM-13960,Liverpool,0
Nord,0,Papier,ES-2011-5040255,Pierre-Paul Brunault,Angleterre,"Green Bar Cahier, Par paquet de 12",Prioritaire,Royaume-Uni,0.5,1,TR2,Fournitures de bureau,FOU-PA-10001330,15-Jan-14,2,-6.15,8313,33.93,12-Jan-14,PB-19105,Sheffield,0
Nord,0,Art,ES-2011-5540627,Brice Bois,Angleterre,"BIC Surligneurs, Tailles assorties",Tarif normal,Royaume-Uni,0.1,1,TR1,Fournitures de bureau,FOU-AR-10004485,02-Jun-14,8,13.992,3819,159.192,26-May-14,BB-11860,Londres,0
Centre,0,Téléphones,ES-2011-5375215,Marjolaine Fecteau,Centre-Val de Loire,"Nokia Dispositif audio, Emballage en vrac",Tarif normal,France,0.15,1,TR1,Produits technologiques,PRO-TÉ-10000727,12-Dec-14,1,21.6855,7880,141.8055,06-Dec-14,MF-17275,Saint-Pierre-des-Corps,0
Centre,1,Éléments de fixation,ES-2011-2950882,Minie Salois,Vienne,"Stockwell Élastiques, Métal",Tarif normal,Autriche,0,0,TR1,Fournitures de bureau,FOU-ÉL-10002325,21-Dec-14,7,55.86,4423,116.55,17-Dec-14,MS-17905,Vienne,0
Centre,0,Papier,ES-2011-3060159,Nicholas Huard,Rhénanie-du-Nord-Westphalie,"Green Bar Cahier, Par paquet de 12",Tarif normal,Allemagne,0,1,TR1,Fournitures de bureau,FOU-PA-10001330,29-Aug-14,7,97.23,1776,237.51,23-Aug-14,NH-18100,Duisbourg,0
Centre,1,Machines,ES-2011-2464932,Auguste Louineaux,Auvergne-Rhône-Alpes,"Epson Imprimante de cartes, Durable",Prioritaire,France,0.15,0,TR1,Produits technologiques,PRO-MA-10003430,09-Jun-14,4,129.198,8176,578.238,06-Jun-14,AL-11380,Oyonnax,0
Sud,0,Classeurs,IT-2011-3461936,Armand Paquet,Piémont,"Acco Renforts de perforations, Recyclé",Tarif normal,Italie,0,1,TR1,Fournitures de bureau,FOU-CL-10001907,09-Oct-14,3,10.53,888,21.06,03-Oct-14,AP-10900,Novare,0
Centre,0,Classeurs,ES-2011-2046816,Alain Casgrain,Normandie,"Acco Perforatrice, Clair",Tarif normal,France,0,0,TR1,Fournitures de bureau,FOU-CL-10001959,19-Nov-14,3,15.03,4354,88.74,13-Nov-14,AC-10255,Lisieux,1
Centre,0,Étiquettes,ES-2011-1374122,Avril Leroy,Auvergne-Rhône-Alpes,"Harbour Creations Étiquettes de dossier, Durable",Tarif normal,France,0,0,TR1,Fournitures de bureau,FOU-ÉT-10002998,08-Feb-14,3,5.94,4539,27.36,04-Feb-14,AL-11485,Grenoble,1
Nord,0,Chaises,IT-2011-5810579,Georges Course,Västra Götaland,"Harbour Creations Fauteuil, Réglable",Tarif normal,Suède,0.5,1,TR2,Mobilier,MOB-CH-10001099,21-Jun-14,3,-142.83,1147,714.15,17-Jun-14,GC-15115,Gothembourg,0
Nord,0,Étiquettes,ES-2011-5335946,Rosemarie Gagnon,Angleterre,"Harbour Creations Étiquettes repositionnables, Ajustable",Tarif normal,Royaume-Uni,0,1,TR1,Fournitures de bureau,FOU-ÉT-10003699,10-Aug-14,1,1.14,8621,8.25,04-Aug-14,RG-19960,Ashford,0
Centre,0,Bibliothèques,IT-2011-4771701,Thérèse Provencher,Pays de la Loire,"Safco Bibliothèque classique, Métal",J+2,France,0.1,0,TR1,Mobilier,MOB-BI-10004790,23-Sep-14,3,498.807,9608,1181.547,21-Sep-14,TP-21025,La Baule-Escoublac,1
Nord,0,Bibliothèques,ES-2011-2087720,Céline Saindon,Angleterre,"Bush Armoire, Classique",Tarif normal,Royaume-Uni,0,1,TR1,Mobilier,MOB-BI-10000076,19-Aug-14,1,31.53,5308,143.37,12-Aug-14,CS-12415,Sunderland,0
Centre,1,Classeurs,ES-2011-2464932,Auguste Louineaux,Auvergne-Rhône-Alpes,"Wilson Jones Couverture de classeur, Recyclé",Prioritaire,France,0,0,TR1,Fournitures de bureau,FOU-CL-10001014,09-Jun-14,9,24.84,8172,103.95,06-Jun-14,AL-11380,Oyonnax,0
Centre,0,Photocopieurs,IT-2011-5663038,Avril Primeau,Île-de-France,"Brother Télécopieur sans fil, Numérique",Tarif normal,France,0.15,1,TR1,Produits technologiques,PRO-PH-10003330,18-Sep-14,3,-68.1525,368,965.0475,14-Sep-14,AP-11500,Aulnay-sous-Bois,0
Centre,1,Art,ES-2011-2174124,Laurence Chartré,Rhénanie-du-Nord-Westphalie,"BIC Stylos, Emballage en vrac",Prioritaire,Allemagne,0,0,TR1,Fournitures de bureau,FOU-AR-10004001,05-Nov-14,2,6.36,3634,29.1,03-Nov-14,LC-16450,Menden,0
Centre,0,Chaises,ES-2011-5941122,Marlon Ayot,Hambourg,"Office Star Chaise de plage, Rouge",Tarif normal,Allemagne,0.1,0,TR1,Mobilier,MOB-CH-10003356,08-Nov-14,4,22.104,1179,199.584,02-Nov-14,MA-17290,Hambourg,1
Centre,0,Art,ES-2011-4715440,Ombeline Lessard,Hesse,"Binney & Smith Stylos, Bleu",Le même jour,Allemagne,0,0,TR1,Fournitures de bureau,FOU-AR-10002443,28-Dec-14,2,10.02,8258,23.88,28-Dec-14,OL-18490,Darmstadt,1
Sud,1,Art,IT-2011-1716540,Chantal Pelletier,Coimbra,"Binney & Smith Toile, Bleu",J+2,Portugal,0.5,0,TR2,Fournitures de bureau,FOU-AR-10000560,11-Apr-14,8,-127.44,4728,205.44,09-Apr-14,CP-12490,Coimbra,0
Centre,1,Photocopieurs,ES-2011-2377967,Jérôme Panetier,Namur,"Brother Photocopieur, Livré par deux",Tarif normal,Belgique,0,0,TR1,Produits technologiques,PRO-PH-10002350,28-Feb-14,2,57.66,132,524.58,24-Feb-14,JP-16105,Namur,0
Centre,1,Art,ES-2011-1653919,Durand Thériault,Rhénanie-Palatinat,"Boston Stylos, Bleu",Tarif normal,Allemagne,0,0,TR1,Fournitures de bureau,FOU-AR-10004722,24-Sep-14,5,1.35,1164,71.1,19-Sep-14,DT-13705,Ludwigshafen,0
Centre,0,Meubles,ES-2011-2087362,Marlon Ayot,Bavière,"Deflect-O Plateau d'empilement, Durable",Tarif normal,Allemagne,0,0,TR1,Mobilier,MOB-ME-10000007,09-May-14,5,4.35,3579,111.6,04-May-14,MA-17290,Augsbourg,1
Nord,0,Art,ES-2011-5827080,Hardouin Desforges,Angleterre,"BIC Stylos, Métal",Prioritaire,Royaume-Uni,0.1,1,TR1,Fournitures de bureau,FOU-AR-10004495,15-Aug-14,3,10.638,5458,41.958,12-Aug-14,HD-15520,Londres,0
Centre,0,Photocopieurs,IT-2011-3270900,Arthur Leduc,Hollande-Septentrionale,"HP Télécopieur sans fil, Livré par deux",Prioritaire,Pays-Bas,0.5,1,TR2,Produits technologiques,PRO-PH-10003430,01-Dec-14,8,-1268.04,6703,1440.84,30-Nov-14,AL-10840,Amsterdam,0
Centre,0,Éléments de fixation,ES-2011-3846264,Malaurie Lachance,Hambourg,"Advantus Élastiques, Emballage en vrac",Tarif normal,Allemagne,0,1,TR1,Fournitures de bureau,FOU-ÉL-10003041,31-May-14,6,32.76,5712,99.54,27-May-14,ML-17020,Hambourg,0
Centre,0,Classeurs,ES-2011-3717351,Alexandra Mailly,Languedoc-Roussillon-Midi-Pyrénées,"Avery Perforatrice, Recyclé",Tarif normal,France,0,1,TR1,Fournitures de bureau,FOU-CL-10004615,29-Nov-14,2,0,8631,56.46,23-Nov-14,AM-10330,Carcassonne,0
Centre,1,Téléphones,ES-2011-5858551,Gay Huppé,Île-de-France,"Samsung Casque, Emballage en vrac",Tarif normal,France,0.15,0,TR1,Produits technologiques,PRO-TÉ-10001501,26-Sep-14,3,59.3595,6956,186.8895,22-Sep-14,GH-15010,Paris,0
Nord,1,Papier,ES-2011-4816650,Yvette Frappier,Uusimaa,"Enermax Papier parchemin, Par paquet de 12",Tarif normal,Finlande,0,0,TR1,Fournitures de bureau,FOU-PA-10002035,27-Oct-14,6,32.76,5017,117.18,21-Oct-14,YF-21880,Helsinki,0
Nord,0,Enveloppes,ES-2011-3897276,Olympia Cressac,Angleterre,"Kraft Auto-adhésive, Recyclé",Tarif normal,Royaume-Uni,0,0,TR1,Fournitures de bureau,FOU-EN-10000375,05-Dec-14,9,10.26,5353,173.61,01-Dec-14,OC-18475,Hemel Hempstead,1
Centre,0,Meubles,ES-2011-3192576,Aubrey Dumont,Rhénanie-du-Nord-Westphalie,"Advantus Horloge, Noir",J+2,Allemagne,0,1,TR1,Mobilier,MOB-ME-10003873,13-Apr-14,5,74.4,1912,256.95,11-Apr-14,AD-11260,Bonn,0
Centre,0,Stockage,ES-2011-1881074,Normand Salmons,Rhénanie-du-Nord-Westphalie,"Eldon Boîte, Industriel",Tarif normal,Allemagne,0.1,1,TR1,Fournitures de bureau,FOU-ST-10000781,20-Aug-14,3,8.658,7328,28.998,16-Aug-14,NS-18265,Cologne,0
Sud,1,Accessoires,ES-2011-4093113,Ganelon Turgeon,Toscane,"Logitech Souris, Recyclé",Prioritaire,Italie,0,0,TR1,Produits technologiques,PRO-AC-10004144,29-Nov-14,2,12.42,4858,54.18,26-Nov-14,GT-14860,Florence,0
Centre,1,Classeurs,ES-2011-3634665,Madeleine Chalifour,Aquitaine-Limousin-Poitou-Charentes,"Cardinal Couverture de classeur, Économique",Tarif normal,France,0,0,TR1,Fournitures de bureau,FOU-CL-10002471,10-Apr-14,2,0.96,7077,24,06-Apr-14,MC-16930,Pau,0
Centre,1,Fournitures,ES-2011-5235241,Trinité Arpin,Île-de-France,"Stiletto Rasoir, Acier",J,France,0,0,TR1,Fournitures de bureau,FOU-FO-10002272,27-Aug-14,2,28.62,47,84.3,26-Aug-14,TA-21175,Taverny,0
Centre,0,Classeurs,ES-2011-1119145,Hamilton Bordeleau,Vienne,"Cardinal Onglets, Durable",Tarif normal,Autriche,0,1,TR1,Fournitures de bureau,FOU-CL-10001906,24-Dec-14,2,8.04,2433,17.52,17-Dec-14,HB-15490,Vienne,0
Centre,0,Classeurs,ES-2011-3121115,Quincy Dufour,Bade-Wurtemberg,"Cardinal Machine à relier, Recyclé",Tarif normal,Allemagne,0,1,TR1,Fournitures de bureau,FOU-CL-10002137,27-Nov-14,2,21,3310,100.26,23-Nov-14,QD-19450,Ulm,0
Centre,0,Chaises,ES-2011-4852530,Paul Doyon,Normandie,"Harbour Creations Fauteuil, Livré par deux",Tarif normal,France,0.1,1,TR1,Mobilier,MOB-CH-10000116,03-May-14,4,551.976,9855,1713.096,27-Apr-14,PD-18850,Le Petit-Quevilly,0
Nord,1,Accessoires,ES-2011-5940123,Nicholas Vincent,Angleterre,"SanDisk Carte mémoire, Économique",J+2,Royaume-Uni,0,0,TR1,Produits technologiques,PRO-AC-10002877,04-Jun-14,4,58.44,5820,449.64,01-Jun-14,NV-18130,Warrington,0
Sud,1,Meubles,ES-2011-3215372,Alexandrie Marcheterre,Catalogne,"Advantus Ampoule, Durable",Priorité,Espagne,0,0,TR1,Mobilier,MOB-ME-10002560,17-Aug-14,3,12.24,450,51.3,16-Aug-14,AM-10420,Sant Boi de Llobregat,0
Nord,0,Enveloppes,ES-2011-3953366,Ancelina Montminy,Angleterre,"Cameo Enveloppe professionnelle, Recyclé",Tarif normal,Royaume-Uni,0,1,TR1,Fournitures de bureau,FOU-EN-10001874,12-Jun-14,5,35.4,4173,78.75,08-Jun-14,AM-10660,Chatham,0
Centre,0,Électroménager,ES-2011-1708709,Avril Leroy,Nord-Pas-de-Calais-Picardie,"Cuisinart Micro-ondes, Rouge",Tarif normal,France,0.1,0,TR1,Fournitures de bureau,FOU-ÉL-10004087,30-Sep-14,5,236.67,6375,1253.07,26-Sep-14,AL-11485,Beauvais,1
Nord,0,Téléphones,IT-2011-1646767,Methena Migneault,Angleterre,"Apple Amplificateur de signal, Bleu",Prioritaire,Royaume-Uni,0.1,1,TR1,Produits technologiques,PRO-TÉ-10003740,15-Jul-14,6,-8.37,4094,737.91,14-Jul-14,MM-17830,Londres,0
Centre,0,Stockage,ES-2011-2755002,Sophie Angélil,Pays de la Loire,"Eldon Boîte, Taille réelle",Tarif normal,France,0.1,1,TR1,Fournitures de bureau,FOU-ST-10004093,03-May-14,4,7.764,815,37.044,29-Apr-14,SA-20605,Cholet,0
